ciclo,periodo_us,jitter_abs_us
3150,46.000,4954.000
3151,65.000,4935.000
3152,30400.000,25400.000
3153,99.000,4901.000
3154,36.000,4964.000
3155,94.000,4906.000
3156,42.000,4958.000
3157,32.000,4968.000
3158,30107.000,25107.000
3159,81.000,4919.000
3160,37.000,4963.000
3161,60.000,4940.000
3162,36.000,4964.000
3163,31.000,4969.000
3164,30814.000,25814.000
3165,94.000,4906.000
3166,50.000,4950.000
3167,40.000,4960.000
3168,33.000,4967.000
3169,30.000,4970.000
3170,31358.000,26358.000
3171,255.000,4745.000
3172,40.000,4960.000
3173,32.000,4968.000
3174,33.000,4967.000
3175,30.000,4970.000
3176,31.000,4969.000
3177,28338.000,23338.000
3178,60.000,4940.000
3179,33.000,4967.000
3180,45.000,4955.000
3181,59.000,4941.000
3182,30692.000,25692.000
3183,90.000,4910.000
3184,43.000,4957.000
3185,38.000,4962.000
3186,38.000,4962.000
3187,36.000,4964.000
3188,13996.000,8996.000
3189,91.000,4909.000
3190,82.000,4918.000
3191,31671.000,26671.000
3192,185.000,4815.000
3193,51.000,4949.000
3194,120.000,4880.000
3195,39.000,4961.000
3196,38.000,4962.000
3197,37.000,4963.000
3198,14067.000,9067.000
3199,162.000,4838.000
3200,43.000,4957.000
3201,15070.000,10070.000
3202,62.000,4938.000
3203,83.000,4917.000
3204,31210.000,26210.000
3205,73.000,4927.000
3206,75.000,4925.000
3207,16413.000,11413.000
3208,85.000,4915.000
3209,87.000,4913.000
3210,41.000,4959.000
3211,67.000,4933.000
3212,49.000,4951.000
3213,29738.000,24738.000
3214,69.000,4931.000
3215,44.000,4956.000
3216,67.000,4933.000
3217,39.000,4961.000
3218,62.000,4938.000
3219,15971.000,10971.000
3220,69.000,4931.000
3221,35.000,4965.000
3222,31084.000,26084.000
3223,48.000,4952.000
3224,36.000,4964.000
3225,34.000,4966.000
3226,70.000,4930.000
3227,41.000,4959.000
3228,39.000,4961.000
3229,29315.000,24315.000
3230,63.000,4937.000
3231,56.000,4944.000
3232,88.000,4912.000
3233,77.000,4923.000
3234,41.000,4959.000
3235,32297.000,27297.000
3236,96.000,4904.000
3237,45.000,4955.000
3238,32.000,4968.000
3239,32.000,4968.000
3240,30.000,4970.000
3241,13791.000,8791.000
3242,81.000,4919.000
3243,41.000,4959.000
3244,14212.000,9212.000
3245,69.000,4931.000
3246,65.000,4935.000
3247,31233.000,26233.000
3248,434.000,4566.000
3249,38.000,4962.000
3250,30.000,4970.000
3251,33.000,4967.000
3252,31.000,4969.000
3253,14412.000,9412.000
3254,81.000,4919.000
3255,45.000,4955.000
3256,30958.000,25958.000
3257,60.000,4940.000
3258,32.000,4968.000
3259,95.000,4905.000
3260,41.000,4959.000
3261,35.000,4965.000
3262,15604.000,10604.000
3263,81.000,4919.000
3264,50.000,4950.000
3265,14884.000,9884.000
3266,79.000,4921.000
3267,39.000,4961.000
3268,17736.000,12736.000
3269,127.000,4873.000
3270,34.000,4966.000
3271,29.000,4971.000
3272,17021.000,12021.000
3273,77.000,4923.000
3274,45.000,4955.000
3275,14169.000,9169.000
3276,253.000,4747.000
3277,45.000,4955.000
3278,40290.000,35290.000
3279,79.000,4921.000
3280,33.000,4967.000
3281,29.000,4971.000
3282,27.000,4973.000
3283,30.000,4970.000
3284,26.000,4974.000
3285,27.000,4973.000
3286,26438.000,21438.000
3287,104.000,4896.000
3288,36.000,4964.000
3289,30.000,4970.000
3290,27.000,4973.000
3291,27.000,4973.000
3292,25363.000,20363.000
3293,78.000,4922.000
3294,44.000,4956.000
3295,48.000,4952.000
3296,64.000,4936.000
3297,22011.000,17011.000
3298,87.000,4913.000
3299,53.000,4947.000
3300,35.000,4965.000
3301,12682.000,7682.000
3302,94.000,4906.000
3303,110.000,4890.000
3304,23442.000,18442.000
3305,77.000,4923.000
3306,46.000,4954.000
3307,39.000,4961.000
3308,35.000,4965.000
3309,33126.000,28126.000
3310,74.000,4926.000
3311,3098.000,1902.000
3312,65.000,4935.000
3313,55.000,4945.000
3314,32.000,4968.000
3315,41289.000,36289.000
3316,85.000,4915.000
3317,57.000,4943.000
3318,40.000,4960.000
3319,32.000,4968.000
3320,44.000,4956.000
3321,34.000,4966.000
3322,31.000,4969.000
3323,33.000,4967.000
3324,37443.000,32443.000
3325,81.000,4919.000
3326,39.000,4961.000
3327,32.000,4968.000
3328,30.000,4970.000
3329,29.000,4971.000
3330,29.000,4971.000
3331,30.000,4970.000
3332,27733.000,22733.000
3333,91.000,4909.000
3334,43.000,4957.000
3335,33.000,4967.000
3336,44.000,4956.000
3337,14489.000,9489.000
3338,69.000,4931.000
3339,16985.000,11985.000
3340,96.000,4904.000
3341,42.000,4958.000
3342,33.000,4967.000
3343,33.000,4967.000
3344,27326.000,22326.000
3345,72.000,4928.000
3346,53.000,4947.000
3347,40.000,4960.000
3348,35.000,4965.000
3349,45020.000,40020.000
3350,77.000,4923.000
3351,59.000,4941.000
3352,46.000,4954.000
3353,39.000,4961.000
3354,35.000,4965.000
3355,31.000,4969.000
3356,30.000,4970.000
3357,32.000,4968.000
3358,17827.000,12827.000
3359,74.000,4926.000
3360,45.000,4955.000
3361,33.000,4967.000
3362,28988.000,23988.000
3363,80.000,4920.000
3364,35.000,4965.000
3365,38.000,4962.000
3366,36.000,4964.000
3367,35.000,4965.000
3368,16961.000,11961.000
3369,70.000,4930.000
3370,36.000,4964.000
3371,25725.000,20725.000
3372,72.000,4928.000
3373,38.000,4962.000
3374,16288.000,11288.000
3375,74.000,4926.000
3376,223.000,4777.000
3377,36.000,4964.000
3378,30.000,4970.000
3379,29.000,4971.000
3380,38748.000,33748.000
3381,1811.000,3189.000
3382,61.000,4939.000
3383,33.000,4967.000
3384,30.000,4970.000
3385,30.000,4970.000
3386,1102.000,3898.000
3387,18768.000,13768.000
3388,153.000,4847.000
3389,34.000,4966.000
3390,30.000,4970.000
3391,30.000,4970.000
3392,28233.000,23233.000
3393,89.000,4911.000
3394,47.000,4953.000
3395,41.000,4959.000
3396,39.000,4961.000
3397,39.000,4961.000
3398,22645.000,17645.000
3399,79.000,4921.000
3400,72.000,4928.000
3401,37.000,4963.000
3402,10126.000,5126.000
3403,90.000,4910.000
3404,17942.000,12942.000
3405,73.000,4927.000
3406,36.000,4964.000
3407,42.000,4958.000
3408,18553.000,13553.000
3409,61.000,4939.000
3410,34.000,4966.000
3411,16177.000,11177.000
3412,73.000,4927.000
3413,140.000,4860.000
3414,2836.000,2164.000
3415,20528.000,15528.000
3416,13749.000,8749.000
3417,86.000,4914.000
3418,37.000,4963.000
3419,32.000,4968.000
3420,31.000,4969.000
3421,34.000,4966.000
3422,14738.000,9738.000
3423,94.000,4906.000
3424,42.000,4958.000
3425,14849.000,9849.000
3426,111.000,4889.000
3427,40.000,4960.000
3428,17054.000,12054.000
3429,60.000,4940.000
3430,33.000,4967.000
3431,33.000,4967.000
3432,31665.000,26665.000
3433,58.000,4942.000
3434,35.000,4965.000
3435,32.000,4968.000
3436,31.000,4969.000
3437,30.000,4970.000
3438,29382.000,24382.000
3439,153.000,4847.000
3440,35.000,4965.000
3441,529.000,4471.000
3442,149.000,4851.000
3443,191.000,4809.000
3444,12123.000,7123.000
3445,114.000,4886.000
3446,32239.000,27239.000
3447,654.000,4346.000
3448,163.000,4837.000
3449,43.000,4957.000
3450,190.000,4810.000
3451,46.000,4954.000
3452,59.000,4941.000
3453,21116.000,16116.000
3454,133.000,4867.000
3455,43.000,4957.000
3456,21759.000,16759.000
3457,58.000,4942.000
3458,31.000,4969.000
3459,29.000,4971.000
3460,35.000,4965.000
3461,32.000,4968.000
3462,15482.000,10482.000
3463,84.000,4916.000
3464,41.000,4959.000
3465,30186.000,25186.000
3466,115.000,4885.000
3467,83.000,4917.000
3468,39.000,4961.000
3469,6176.000,1176.000
3470,72.000,4928.000
3471,27366.000,22366.000
3472,113.000,4887.000
3473,48.000,4952.000
3474,34.000,4966.000
3475,33.000,4967.000
3476,33.000,4967.000
3477,33.000,4967.000
3478,11579.000,6579.000
3479,74.000,4926.000
3480,14847.000,9847.000
3481,77.000,4923.000
3482,37.000,4963.000
3483,29915.000,24915.000
3484,76.000,4924.000
3485,35.000,4965.000
3486,32.000,4968.000
3487,38.000,4962.000
3488,31.000,4969.000
3489,13742.000,8742.000
3490,181.000,4819.000
3491,47.000,4953.000
3492,19559.000,14559.000
3493,72.000,4928.000
3494,51.000,4949.000
3495,39.000,4961.000
3496,33170.000,28170.000
3497,80.000,4920.000
3498,48.000,4952.000
3499,40.000,4960.000
3500,36.000,4964.000
3501,36.000,4964.000
3502,32.000,4968.000
3503,13178.000,8178.000
3504,422.000,4578.000
3505,26278.000,21278.000
3506,62.000,4938.000
3507,37.000,4963.000
3508,33.000,4967.000
3509,33.000,4967.000
3510,33.000,4967.000
3511,28081.000,23081.000
3512,92.000,4908.000
3513,47.000,4953.000
3514,40.000,4960.000
3515,43.000,4957.000
3516,17143.000,12143.000
3517,138.000,4862.000
3518,197.000,4803.000
3519,53.000,4947.000
3520,13795.000,8795.000
3521,87.000,4913.000
3522,114.000,4886.000
3523,33040.000,28040.000
3524,59.000,4941.000
3525,77.000,4923.000
3526,113.000,4887.000
3527,44.000,4956.000
3528,67.000,4933.000
3529,17391.000,12391.000
3530,64.000,4936.000
3531,31.000,4969.000
3532,29.000,4971.000
3533,14547.000,9547.000
3534,44.000,4956.000
3535,31.000,4969.000
3536,27368.000,22368.000
3537,96.000,4904.000
3538,51.000,4949.000
3539,53.000,4947.000
3540,39.000,4961.000
3541,31535.000,26535.000
3542,96.000,4904.000
3543,41.000,4959.000
3544,34.000,4966.000
3545,32.000,4968.000
3546,32.000,4968.000
3547,34.000,4966.000
3548,33286.000,28286.000
3549,65.000,4935.000
3550,37.000,4963.000
3551,37.000,4963.000
3552,51.000,4949.000
3553,40.000,4960.000
3554,25529.000,20529.000
3555,65.000,4935.000
3556,42.000,4958.000
3557,48.000,4952.000
3558,50.000,4950.000
3559,33131.000,28131.000
3560,72.000,4928.000
3561,40.000,4960.000
3562,38.000,4962.000
3563,36.000,4964.000
3564,35.000,4965.000
3565,32.000,4968.000
3566,27890.000,22890.000
3567,96.000,4904.000
3568,39.000,4961.000
3569,16825.000,11825.000
3570,64.000,4936.000
3571,34.000,4966.000
3572,70.000,4930.000
3573,135.000,4865.000
3574,112.000,4888.000
3575,16885.000,11885.000
3576,80.000,4920.000
3577,64.000,4936.000
3578,33.000,4967.000
3579,25819.000,20819.000
3580,73.000,4927.000
3581,36.000,4964.000
3582,35.000,4965.000
3583,32.000,4968.000
3584,16365.000,11365.000
3585,50.000,4950.000
3586,30.000,4970.000
3587,30524.000,25524.000
3588,70.000,4930.000
3589,37.000,4963.000
3590,37.000,4963.000
3591,38.000,4962.000
3592,35.000,4965.000
3593,14960.000,9960.000
3594,106.000,4894.000
3595,56.000,4944.000
3596,15782.000,10782.000
3597,68.000,4932.000
3598,33.000,4967.000
3599,29663.000,24663.000
3600,71.000,4929.000
3601,156.000,4844.000
3602,190.000,4810.000
3603,77.000,4923.000
3604,46.000,4954.000
3605,31673.000,26673.000
3606,81.000,4919.000
3607,35.000,4965.000
3608,33.000,4967.000
3609,32.000,4968.000
3610,32.000,4968.000
3611,29.000,4971.000
3612,32463.000,27463.000
3613,63.000,4937.000
3614,34.000,4966.000
3615,32.000,4968.000
3616,33.000,4967.000
3617,31.000,4969.000
3618,14149.000,9149.000
3619,70.000,4930.000
3620,34.000,4966.000
3621,31527.000,26527.000
3622,85.000,4915.000
3623,61.000,4939.000
3624,36.000,4964.000
3625,36.000,4964.000
3626,33.000,4967.000
3627,32.000,4968.000
3628,28968.000,23968.000
3629,91.000,4909.000
3630,53.000,4947.000
3631,45.000,4955.000
3632,34.000,4966.000
3633,31226.000,26226.000
3634,341.000,4659.000
3635,133.000,4867.000
3636,46.000,4954.000
3637,38.000,4962.000
3638,32.000,4968.000
3639,39.000,4961.000
3640,28653.000,23653.000
3641,100.000,4900.000
3642,44.000,4956.000
3643,38.000,4962.000
3644,37.000,4963.000
3645,35.000,4965.000
3646,33590.000,28590.000
3647,87.000,4913.000
3648,55.000,4945.000
3649,60.000,4940.000
3650,54.000,4946.000
3651,54.000,4946.000
3652,14828.000,9828.000
3653,236.000,4764.000
3654,33.000,4967.000
3655,12370.000,7370.000
3656,448.000,4552.000
3657,15542.000,10542.000
3658,73.000,4927.000
3659,37.000,4963.000
3660,31.000,4969.000
3661,30693.000,25693.000
3662,64.000,4936.000
3663,37.000,4963.000
3664,33.000,4967.000
3665,30.000,4970.000
3666,30.000,4970.000
3667,14785.000,9785.000
3668,180.000,4820.000
3669,57.000,4943.000
3670,15494.000,10494.000
3671,64.000,4936.000
3672,33.000,4967.000
3673,21893.000,16893.000
3674,96.000,4904.000
3675,68.000,4932.000
3676,35.000,4965.000
3677,32.000,4968.000
3678,26414.000,21414.000
3679,14535.000,9535.000
3680,58.000,4942.000
3681,1435.000,3565.000
3682,51.000,4949.000
3683,206.000,4794.000
3684,48.000,4952.000
3685,33.000,4967.000
3686,16138.000,11138.000
3687,61.000,4939.000
3688,35.000,4965.000
3689,34.000,4966.000
3690,10724.000,5724.000
3691,47.000,4953.000
3692,19648.000,14648.000
3693,68.000,4932.000
3694,41.000,4959.000
3695,36.000,4964.000
3696,14646.000,9646.000
3697,57.000,4943.000
3698,33.000,4967.000
3699,27624.000,22624.000
3700,83.000,4917.000
3701,52.000,4948.000
3702,38.000,4962.000
3703,35.000,4965.000
3704,16032.000,11032.000
3705,79.000,4921.000
3706,40.000,4960.000
3707,18290.000,13290.000
3708,95.000,4905.000
3709,91.000,4909.000
3710,276.000,4724.000
3711,20436.000,15436.000
3712,56.000,4944.000
3713,42.000,4958.000
3714,25572.000,20572.000
3715,60.000,4940.000
3716,33.000,4967.000
3717,30.000,4970.000
3718,32.000,4968.000
3719,30.000,4970.000
3720,11362.000,6362.000
3721,54.000,4946.000
3722,34.000,4966.000
3723,34125.000,29125.000
3724,86.000,4914.000
3725,45.000,4955.000
3726,32.000,4968.000
3727,32.000,4968.000
3728,34.000,4966.000
3729,33.000,4967.000
3730,10598.000,5598.000
3731,21658.000,16658.000
3732,87.000,4913.000
3733,39.000,4961.000
3734,32.000,4968.000
3735,31.000,4969.000
3736,25876.000,20876.000
3737,174.000,4826.000
3738,39.000,4961.000
3739,59.000,4941.000
3740,69.000,4931.000
3741,18073.000,13073.000
3742,232.000,4768.000
3743,37.000,4963.000
3744,12939.000,7939.000
3745,66.000,4934.000
3746,38.000,4962.000
3747,34.000,4966.000
3748,13237.000,8237.000
3749,74.000,4926.000
3750,15514.000,10514.000
3751,115.000,4885.000
3752,48.000,4952.000
3753,28561.000,23561.000
3754,62.000,4938.000
3755,35.000,4965.000
3756,32.000,4968.000
3757,194.000,4806.000
3758,276.000,4724.000
3759,17515.000,12515.000
3760,91.000,4909.000
3761,40.000,4960.000
3762,34.000,4966.000
3763,38928.000,33928.000
3764,78.000,4922.000
3765,58.000,4942.000
3766,44.000,4956.000
3767,35.000,4965.000
3768,37.000,4963.000
3769,33.000,4967.000
3770,33.000,4967.000
3771,12097.000,7097.000
3772,67.000,4933.000
3773,11578.000,6578.000
3774,79.000,4921.000
3775,15984.000,10984.000
3776,66.000,4934.000
3777,35.000,4965.000
3778,190.000,4810.000
3779,31927.000,26927.000
3780,69.000,4931.000
3781,19089.000,14089.000
3782,82.000,4918.000
3783,82.000,4918.000
3784,39.000,4961.000
3785,31.000,4969.000
3786,28.000,4972.000
3787,30.000,4970.000
3788,33.000,4967.000
3789,8591.000,3591.000
3790,196.000,4804.000
3791,23737.000,18737.000
3792,257.000,4743.000
3793,48.000,4952.000
3794,38.000,4962.000
3795,47.000,4953.000
3796,24823.000,19823.000
3797,108.000,4892.000
3798,123.000,4877.000
3799,73.000,4927.000
3800,37.000,4963.000
3801,36594.000,31594.000
3802,69.000,4931.000
3803,42.000,4958.000
3804,38.000,4962.000
3805,34.000,4966.000
3806,30.000,4970.000
3807,30.000,4970.000
3808,39670.000,34670.000
3809,100.000,4900.000
3810,68.000,4932.000
3811,59.000,4941.000
3812,36.000,4964.000
3813,37.000,4963.000
3814,28.000,4972.000
3815,27.000,4973.000
3816,18055.000,13055.000
3817,87.000,4913.000
3818,43.000,4957.000
3819,32.000,4968.000
3820,14176.000,9176.000
3821,81.000,4919.000
3822,9337.000,4337.000
3823,83.000,4917.000
3824,12994.000,7994.000
3825,64.000,4936.000
3826,35.000,4965.000
3827,43759.000,38759.000
3828,66.000,4934.000
3829,43.000,4957.000
3830,31.000,4969.000
3831,33.000,4967.000
3832,34.000,4966.000
3833,50.000,4950.000
3834,68.000,4932.000
3835,153.000,4847.000
3836,6527.000,1527.000
3837,24948.000,19948.000
3838,62.000,4938.000
3839,39.000,4961.000
3840,37.000,4963.000
3841,35.000,4965.000
3842,17617.000,12617.000
3843,81.000,4919.000
3844,36.000,4964.000
3845,345.000,4655.000
3846,27741.000,22741.000
3847,84.000,4916.000
3848,75.000,4925.000
3849,49.000,4951.000
3850,41.000,4959.000
3851,14405.000,9405.000
3852,66.000,4934.000
3853,35.000,4965.000
3854,15892.000,10892.000
3855,69.000,4931.000
3856,36.000,4964.000
3857,15715.000,10715.000
3858,86.000,4914.000
3859,38.000,4962.000
3860,37.000,4963.000
3861,17380.000,12380.000
3862,76.000,4924.000
3863,11788.000,6788.000
3864,41.000,4959.000
3865,30.000,4970.000
3866,14221.000,9221.000
3867,83.000,4917.000
3868,35.000,4965.000
3869,15390.000,10390.000
3870,118.000,4882.000
3871,78.000,4922.000
3872,14966.000,9966.000
3873,78.000,4922.000
3874,36.000,4964.000
3875,39.000,4961.000
3876,37225.000,32225.000
3877,100.000,4900.000
3878,51.000,4949.000
3879,36.000,4964.000
3880,34.000,4966.000
3881,33.000,4967.000
3882,35.000,4965.000
3883,30513.000,25513.000
3884,88.000,4912.000
3885,51.000,4949.000
3886,40.000,4960.000
3887,32.000,4968.000
3888,30.000,4970.000
3889,19663.000,14663.000
3890,128.000,4872.000
3891,45.000,4955.000
3892,35.000,4965.000
3893,28234.000,23234.000
3894,56.000,4944.000
3895,42.000,4958.000
3896,40.000,4960.000
3897,37.000,4963.000
3898,39.000,4961.000
3899,13917.000,8917.000
3900,61.000,4939.000
3901,51717.000,46717.000
3902,236.000,4764.000
3903,71.000,4929.000
3904,248.000,4752.000
3905,110.000,4890.000
3906,37.000,4963.000
3907,36.000,4964.000
3908,31.000,4969.000
3909,30.000,4970.000
3910,29.000,4971.000
3911,32.000,4968.000
3912,27125.000,22125.000
3913,71.000,4929.000
3914,37.000,4963.000
3915,35.000,4965.000
3916,33.000,4967.000
3917,36.000,4964.000
3918,8324.000,3324.000
3919,24545.000,19545.000
3920,57.000,4943.000
3921,38.000,4962.000
3922,34.000,4966.000
3923,33.000,4967.000
3924,42354.000,37354.000
3925,95.000,4905.000
3926,61.000,4939.000
3927,52.000,4948.000
3928,40.000,4960.000
3929,34.000,4966.000
3930,30.000,4970.000
3931,29.000,4971.000
3932,30.000,4970.000
3933,15003.000,10003.000
3934,364.000,4636.000
3935,70.000,4930.000
3936,34394.000,29394.000
3937,66.000,4934.000
3938,38.000,4962.000
3939,40.000,4960.000
3940,31.000,4969.000
3941,31.000,4969.000
3942,28.000,4972.000
3943,27492.000,22492.000
3944,15378.000,10378.000
3945,62.000,4938.000
3946,40.000,4960.000
3947,34.000,4966.000
3948,32.000,4968.000
3949,35.000,4965.000
3950,31.000,4969.000
3951,36351.000,31351.000
3952,85.000,4915.000
3953,37.000,4963.000
3954,40.000,4960.000
3955,37.000,4963.000
3956,31.000,4969.000
3957,31.000,4969.000
3958,31.000,4969.000
3959,20003.000,15003.000
3960,77.000,4923.000
3961,42.000,4958.000
3962,39.000,4961.000
3963,16612.000,11612.000
3964,73.000,4927.000
3965,45.000,4955.000
3966,31274.000,26274.000
3967,76.000,4924.000
3968,40.000,4960.000
3969,37.000,4963.000
3970,40.000,4960.000
3971,34.000,4966.000
3972,8730.000,3730.000
3973,71.000,4929.000
3974,28601.000,23601.000
3975,69.000,4931.000
3976,35.000,4965.000
3977,31.000,4969.000
3978,30.000,4970.000
3979,32.000,4968.000
3980,16736.000,11736.000
3981,10374.000,5374.000
3982,45.000,4955.000
3983,4038.000,962.000
3984,93.000,4907.000
3985,73.000,4927.000
3986,19413.000,14413.000
3987,90.000,4910.000
3988,41.000,4959.000
3989,34.000,4966.000
3990,10213.000,5213.000
3991,68.000,4932.000
3992,20776.000,15776.000
3993,99.000,4901.000
3994,65.000,4935.000
3995,50.000,4950.000
3996,24004.000,19004.000
3997,67.000,4933.000
3998,5189.000,189.000
3999,76.000,4924.000
4000,45.000,4955.000
4001,42.000,4958.000
4002,32101.000,27101.000
4003,82.000,4918.000
4004,79.000,4921.000
4005,49.000,4951.000
4006,33.000,4967.000
4007,31.000,4969.000
4008,30.000,4970.000
4009,14352.000,9352.000
4010,3096.000,1904.000
4011,67.000,4933.000
4012,27626.000,22626.000
4013,68.000,4932.000
4014,35.000,4965.000
4015,34.000,4966.000
4016,36.000,4964.000
4017,45.000,4955.000
4018,22480.000,17480.000
4019,616.000,4384.000
4020,57.000,4943.000
4021,41.000,4959.000
4022,28216.000,23216.000
4023,67.000,4933.000
4024,38.000,4962.000
4025,36.000,4964.000
4026,55.000,4945.000
4027,51.000,4949.000
4028,23977.000,18977.000
4029,66.000,4934.000
4030,35.000,4965.000
4031,30.000,4970.000
4032,29.000,4971.000
4033,16861.000,11861.000
4034,63.000,4937.000
4035,35.000,4965.000
4036,32276.000,27276.000
4037,72.000,4928.000
4038,48.000,4952.000
4039,35.000,4965.000
4040,38.000,4962.000
4041,50.000,4950.000
4042,44.000,4956.000
4043,32551.000,27551.000
4044,74.000,4926.000
4045,202.000,4798.000
4046,127.000,4873.000
4047,69.000,4931.000
4048,85.000,4915.000
4049,17284.000,12284.000
4050,74.000,4926.000
4051,44.000,4956.000
4052,289.000,4711.000
4053,16377.000,11377.000
4054,71.000,4929.000
4055,44.000,4956.000
4056,29979.000,24979.000
4057,63.000,4937.000
4058,38.000,4962.000
4059,34.000,4966.000
4060,30.000,4970.000
4061,30.000,4970.000
4062,32016.000,27016.000
4063,76.000,4924.000
4064,46.000,4954.000
4065,41.000,4959.000
4066,13380.000,8380.000
4067,78.000,4922.000
4068,44.000,4956.000
4069,41.000,4959.000
4070,40.000,4960.000
4071,14071.000,9071.000
4072,58.000,4942.000
4073,36.000,4964.000
4074,26255.000,21255.000
4075,78.000,4922.000
4076,47.000,4953.000
4077,53.000,4947.000
4078,42.000,4958.000
4079,27.000,4973.000
4080,21328.000,16328.000
4081,83.000,4917.000
4082,36.000,4964.000
4083,36.000,4964.000
4084,13050.000,8050.000
4085,69.000,4931.000
4086,40.000,4960.000
4087,15567.000,10567.000
4088,92.000,4908.000
4089,51.000,4949.000
4090,36277.000,31277.000
4091,68.000,4932.000
4092,253.000,4747.000
4093,84.000,4916.000
4094,13329.000,8329.000
4095,79.000,4921.000
4096,56.000,4944.000
4097,38.000,4962.000
4098,41.000,4959.000
4099,36.000,4964.000
4100,33006.000,28006.000
4101,94.000,4906.000
4102,63.000,4937.000
4103,44.000,4956.000
4104,33.000,4967.000
4105,32.000,4968.000
4106,18324.000,13324.000
4107,353.000,4647.000
4108,101.000,4899.000
4109,82.000,4918.000
4110,31001.000,26001.000
4111,100.000,4900.000
4112,60.000,4940.000
4113,62.000,4938.000
4114,33.000,4967.000
4115,32.000,4968.000
4116,18335.000,13335.000
4117,84.000,4916.000
4118,48.000,4952.000
4119,35.000,4965.000
4120,20303.000,15303.000
4121,4742.000,258.000
4122,43.000,4957.000
4123,33.000,4967.000
4124,23241.000,18241.000
4125,76.000,4924.000
4126,35.000,4965.000
4127,34.000,4966.000
4128,70.000,4930.000
4129,35.000,4965.000
4130,34690.000,29690.000
4131,159.000,4841.000
4132,43.000,4957.000
4133,36.000,4964.000
4134,37.000,4963.000
4135,33.000,4967.000
4136,33.000,4967.000
4137,8641.000,3641.000
4138,65.000,4935.000
4139,21030.000,16030.000
4140,62.000,4938.000
4141,42.000,4958.000
4142,36.000,4964.000
4143,26888.000,21888.000
4144,94.000,4906.000
4145,43.000,4957.000
4146,33.000,4967.000
4147,30.000,4970.000
4148,27886.000,22886.000
4149,270.000,4730.000
4150,78.000,4922.000
4151,104.000,4896.000
4152,38.000,4962.000
4153,52.000,4948.000
4154,15171.000,10171.000
4155,69.000,4931.000
4156,38.000,4962.000
4157,29756.000,24756.000
4158,80.000,4920.000
4159,42.000,4958.000
4160,36.000,4964.000
4161,36.000,4964.000
4162,35.000,4965.000
4163,19558.000,14558.000
4164,98.000,4902.000
4165,55.000,4945.000
4166,36.000,4964.000
4167,16840.000,11840.000
4168,60.000,4940.000
4169,93.000,4907.000
4170,13620.000,8620.000
4171,68.000,4932.000
4172,34.000,4966.000
4173,26915.000,21915.000
4174,78.000,4922.000
4175,77.000,4923.000
4176,202.000,4798.000
4177,195.000,4805.000
4178,94.000,4906.000
4179,28595.000,23595.000
4180,71.000,4929.000
4181,40.000,4960.000
4182,16877.000,11877.000
4183,97.000,4903.000
4184,47.000,4953.000
4185,36.000,4964.000
4186,31.000,4969.000
4187,31.000,4969.000
4188,14437.000,9437.000
4189,69.000,4931.000
4190,41.000,4959.000
4191,30499.000,25499.000
4192,68.000,4932.000
4193,38.000,4962.000
4194,31.000,4969.000
4195,31.000,4969.000
4196,36.000,4964.000
4197,29615.000,24615.000
4198,66.000,4934.000
4199,39.000,4961.000
4200,16318.000,11318.000
4201,83.000,4917.000
4202,318.000,4682.000
4203,138.000,4862.000
4204,47.000,4953.000
4205,35.000,4965.000
4206,15222.000,10222.000
4207,58.000,4942.000
4208,36.000,4964.000
4209,16652.000,11652.000
4210,61.000,4939.000
4211,33.000,4967.000
4212,14131.000,9131.000
4213,84.000,4916.000
4214,45.000,4955.000
4215,31356.000,26356.000
4216,84.000,4916.000
4217,60.000,4940.000
4218,43.000,4957.000
4219,37.000,4963.000
4220,39.000,4961.000
4221,40.000,4960.000
4222,30072.000,25072.000
4223,67.000,4933.000
4224,40.000,4960.000
4225,31.000,4969.000
4226,36.000,4964.000
4227,38.000,4962.000
4228,13948.000,8948.000
4229,70.000,4930.000
4230,70.000,4930.000
4231,17268.000,12268.000
4232,244.000,4756.000
4233,125.000,4875.000
4234,28524.000,23524.000
4235,74.000,4926.000
4236,36.000,4964.000
4237,35.000,4965.000
4238,36.000,4964.000
4239,35.000,4965.000
4240,30694.000,25694.000
4241,68.000,4932.000
4242,45.000,4955.000
4243,49.000,4951.000
4244,35.000,4965.000
4245,30.000,4970.000
4246,30868.000,25868.000
4247,61.000,4939.000
4248,35.000,4965.000
4249,94.000,4906.000
4250,38.000,4962.000
4251,32.000,4968.000
4252,29919.000,24919.000
4253,98.000,4902.000
4254,41.000,4959.000
4255,35.000,4965.000
4256,34.000,4966.000
4257,32.000,4968.000
4258,18991.000,13991.000
4259,86.000,4914.000
4260,54.000,4946.000
4261,38.000,4962.000
4262,23204.000,18204.000
4263,222.000,4778.000
4264,41.000,4959.000
4265,9572.000,4572.000
4266,138.000,4862.000
4267,220.000,4780.000
4268,14600.000,9600.000
4269,104.000,4896.000
4270,59.000,4941.000
4271,44.000,4956.000
4272,31917.000,26917.000
4273,82.000,4918.000
4274,167.000,4833.000
4275,39.000,4961.000
4276,33.000,4967.000
4277,33.000,4967.000
4278,13786.000,8786.000
4279,117.000,4883.000
4280,82.000,4918.000
4281,34307.000,29307.000
4282,81.000,4919.000
4283,43.000,4957.000
4284,28.000,4972.000
4285,29.000,4971.000
4286,39.000,4961.000
4287,8692.000,3692.000
4288,67.000,4933.000
4289,270.000,4730.000
4290,42806.000,37806.000
4291,133.000,4867.000
4292,187.000,4813.000
