T1_teorico_us,frames,falhas_protocolo,T2_emulacao_media_us,T2_emulacao_max_us,T3_vcd_us,J_start_vcd_ns,ciclo_avr_ns
868.056,100,0,11203.919,55493.2,10016.938,644.73684,62.5
