t,steps_j4,steps_j5,steps_j6,deg_j6_cmd,enc_j6_raw,enc_valid
15.8805,0,0,0,0.000,0,1
15.9094,0,0,0,0.000,0,1
15.9298,0,0,0,0.000,0,1
15.9561,0,0,0,0.000,0,1
15.9767,0,0,0,0.000,0,1
15.9977,0,0,0,0.000,0,1
16.0183,0,0,0,0.000,0,1
16.0387,0,0,0,0.000,0,1
16.0591,0,0,0,0.000,0,1
16.0796,0,0,0,0.000,0,1
16.1007,0,0,0,0.000,0,1
16.1224,0,0,0,0.000,0,1
16.1432,0,0,0,0.000,0,1
16.1634,0,0,0,0.000,0,1
16.1840,0,0,0,0.000,0,1
16.2051,0,0,0,0.000,0,1
16.2260,0,0,0,0.000,0,1
16.2464,0,0,0,0.000,0,1
16.2671,0,0,0,0.000,0,1
16.2877,0,0,0,0.000,0,1
16.3085,0,0,0,0.000,0,1
16.3287,0,0,0,0.000,0,1
16.3492,0,0,0,0.000,0,1
16.3697,0,0,0,0.000,0,1
16.3903,0,0,0,0.000,0,1
16.4108,0,0,0,0.000,0,1
16.4368,0,0,0,0.000,0,1
16.4602,0,0,0,0.000,0,1
16.4809,0,0,0,0.000,0,1
16.5094,0,0,0,0.000,0,1
16.5307,0,0,0,0.000,0,1
16.5513,0,0,0,0.000,0,1
16.5723,0,0,0,0.000,0,1
16.5926,0,0,0,0.000,0,1
16.6132,0,0,0,0.000,0,1
16.6337,0,0,0,0.000,0,1
16.6540,0,0,0,0.000,0,1
16.6747,0,0,0,0.000,0,1
16.6952,0,0,0,0.000,0,1
16.7160,0,0,0,0.000,0,1
16.7428,0,0,0,0.000,0,1
16.7645,0,0,0,0.000,0,1
16.7857,0,0,0,0.000,0,1
16.8062,0,0,0,0.000,0,1
16.8270,0,0,0,0.000,0,1
16.8476,0,0,0,0.000,0,1
16.8679,0,0,0,0.000,0,1
16.8882,0,0,0,0.000,0,1
16.9092,0,0,0,0.000,0,1
16.9296,0,0,0,0.000,0,1
16.9501,0,0,0,0.000,0,1
16.9713,0,0,0,0.000,0,1
16.9927,0,0,0,0.000,0,1
17.0143,0,0,0,0.000,0,1
17.0345,0,0,0,0.000,0,1
17.0548,0,0,0,0.000,0,1
17.0769,0,0,0,0.000,0,1
17.0973,0,0,0,0.000,0,1
17.1174,0,0,0,0.000,0,1
17.1412,0,0,0,0.000,0,1
17.1639,0,0,0,0.000,0,1
17.1843,0,0,0,0.000,0,1
17.2045,0,0,0,0.000,0,1
17.2249,0,0,0,0.000,0,1
17.2455,0,0,0,0.000,0,1
17.2660,0,0,0,0.000,0,1
17.2862,0,0,0,0.000,0,1
17.3066,0,0,0,0.000,0,1
17.3273,0,0,0,0.000,0,1
17.3475,0,0,0,0.000,0,1
17.3678,0,0,0,0.000,0,1
17.3882,0,0,0,0.000,0,1
17.4091,0,0,0,0.000,0,1
17.4297,0,0,0,0.000,0,1
17.4500,0,0,0,0.000,0,1
17.4727,0,0,0,0.000,0,1
17.4934,0,0,0,0.000,0,1
17.5138,0,0,0,0.000,0,1
17.5341,0,0,0,0.000,0,1
17.5550,0,0,0,0.000,0,1
17.5759,0,0,0,0.000,0,1
17.5965,0,0,0,0.000,0,1
17.6176,0,0,0,0.000,0,1
17.6380,0,0,0,0.000,0,1
17.6589,0,0,0,0.000,0,1
17.6793,0,0,0,0.000,0,1
17.6999,0,0,0,0.000,0,1
17.7219,0,0,0,0.000,0,1
17.7430,0,0,0,0.000,0,1
17.7641,0,0,0,0.000,0,1
17.7856,0,0,0,0.000,0,1
17.8064,0,0,0,0.000,0,1
17.8336,0,0,0,0.000,0,1
17.8542,0,0,0,0.000,0,1
17.8770,0,0,0,0.000,0,1
17.8987,0,0,0,0.000,0,1
17.9197,0,0,0,0.000,0,1
17.9399,0,0,0,0.000,0,1
17.9604,0,0,0,0.000,0,1
17.9813,0,0,0,0.000,0,1
18.0015,0,0,0,0.000,0,1
18.0219,0,0,0,0.000,0,1
18.0427,0,0,0,0.000,0,1
18.0642,0,0,0,0.000,0,1
18.0862,0,0,0,0.000,0,1
18.1085,0,0,0,0.000,0,1
18.1316,0,0,0,0.000,0,1
18.1589,0,0,0,0.000,0,1
18.1795,0,0,0,0.000,0,1
18.2004,0,0,0,0.000,0,1
18.2211,0,0,0,0.000,0,1
18.2417,0,0,0,0.000,0,1
18.2637,0,0,0,0.000,0,1
18.2844,0,0,0,0.000,0,1
18.3046,0,0,0,0.000,0,1
18.3248,0,0,0,0.000,0,1
18.3468,0,0,0,0.000,0,1
18.3696,0,0,0,0.000,0,1
18.3908,0,0,0,0.000,0,1
18.4110,0,0,0,0.000,0,1
18.4321,0,0,0,0.000,0,1
18.4530,0,0,0,0.000,0,1
18.4734,0,0,0,0.000,0,1
18.4969,0,0,0,0.000,0,1
18.5176,0,0,0,0.000,0,1
18.5380,0,0,0,0.000,0,1
18.5634,0,0,0,0.000,0,1
18.5841,0,0,0,0.000,0,1
18.6054,0,0,0,0.000,0,1
18.6264,0,0,0,0.000,0,1
18.6479,0,0,0,0.000,0,1
18.6684,0,0,0,0.000,0,1
18.6886,0,0,0,0.000,0,1
18.7095,0,0,0,0.000,0,1
18.7305,0,0,0,0.000,0,1
18.7516,0,0,0,0.000,0,1
18.7720,0,0,0,0.000,0,1
18.7929,0,0,0,0.000,0,1
18.8132,0,0,0,0.000,0,1
18.8335,0,0,0,0.000,0,1
18.8539,0,0,0,0.000,0,1
18.8744,0,0,0,0.000,0,1
18.8947,0,0,0,0.000,0,1
18.9151,0,0,0,0.000,0,1
18.9356,0,0,0,0.000,0,1
18.9560,0,0,0,0.000,0,1
18.9773,0,0,0,0.000,0,1
18.9986,0,0,0,0.000,0,1
19.0191,0,0,0,0.000,0,1
19.0397,0,0,0,0.000,0,1
19.0599,0,0,0,0.000,0,1
19.0801,0,0,0,0.000,0,1
19.1007,0,0,0,0.000,0,1
19.1211,0,0,0,0.000,0,1
19.1936,0,0,0,0.000,0,1
19.2143,0,0,0,0.000,0,1
19.2348,0,0,0,0.000,0,1
19.2551,0,0,0,0.000,0,1
19.2760,0,0,0,0.000,0,1
19.2980,0,0,0,0.000,0,1
19.3184,0,0,0,0.000,0,1
19.3413,0,0,0,0.000,0,1
19.3755,0,0,0,0.000,0,1
19.3985,0,0,0,0.000,0,1
19.4227,0,0,0,0.000,0,1
19.4447,0,0,0,0.000,0,1
19.4651,0,0,0,0.000,0,1
19.4861,0,0,0,0.000,0,1
19.5094,0,0,0,0.000,0,1
19.5331,0,0,0,0.000,0,1
19.5564,0,0,0,0.000,0,1
19.5776,0,0,0,0.000,0,1
19.5980,0,0,0,0.000,0,1
19.6183,0,0,0,0.000,0,1
19.6389,0,0,0,0.000,0,1
19.6594,0,0,0,0.000,0,1
19.6821,0,0,0,0.000,0,1
19.7036,0,0,0,0.000,0,1
19.7243,0,0,0,0.000,0,1
19.7446,0,0,0,0.000,0,1
19.7653,0,0,0,0.000,0,1
19.7857,0,0,0,0.000,0,1
19.8063,0,0,0,0.000,0,1
19.8270,0,0,0,0.000,0,1
19.8475,0,0,0,0.000,0,1
19.8679,0,0,0,0.000,0,1
19.8887,0,0,0,0.000,0,1
19.9097,0,0,0,0.000,0,1
19.9301,0,0,0,0.000,0,1
19.9505,0,0,0,0.000,0,1
19.9709,0,0,0,0.000,0,1
19.9914,0,0,0,0.000,0,1
20.0127,0,0,0,0.000,0,1
20.0337,0,0,0,0.000,0,1
20.0544,0,0,0,0.000,0,1
20.0746,0,0,0,0.000,0,1
20.0949,0,0,0,0.000,0,1
20.1151,0,0,0,0.000,0,1
20.1355,0,0,0,0.000,0,1
20.1564,0,0,0,0.000,0,1
20.1767,0,0,0,0.000,0,1
20.1976,0,0,0,0.000,0,1
20.2180,0,0,0,0.000,0,1
20.2384,0,0,0,0.000,0,1
20.2589,0,0,0,0.000,0,1
20.2802,0,0,0,0.000,0,1
20.3010,0,0,0,0.000,0,1
20.3212,0,0,0,0.000,0,1
20.3418,0,0,0,0.000,0,1
20.3622,0,0,0,0.000,0,1
20.3826,0,0,0,0.000,0,1
20.4030,0,0,0,0.000,0,1
20.4235,0,0,0,0.000,0,1
20.4441,0,0,0,0.000,0,1
20.4645,0,0,0,0.000,0,1
20.4847,0,0,0,0.000,0,1
20.5050,0,0,0,0.000,0,1
20.5257,0,0,0,0.000,0,1
20.5458,0,0,0,0.000,0,1
20.5660,0,0,0,0.000,0,1
20.5863,0,0,0,0.000,0,1
20.6066,0,0,0,0.000,0,1
20.6269,0,0,0,0.000,0,1
20.6472,0,0,0,0.000,0,1
20.6686,0,0,0,0.000,0,1
20.6897,0,0,0,0.000,0,1
20.7100,0,0,0,0.000,0,1
20.7301,0,0,0,0.000,0,1
20.7511,0,0,0,0.000,0,1
20.7714,0,0,0,0.000,0,1
20.7931,0,0,0,0.000,0,1
20.8140,0,0,0,0.000,0,1
20.8351,0,0,0,0.000,0,1
20.8565,0,0,0,0.000,0,1
20.8778,0,0,0,0.000,0,1
20.8992,0,0,0,0.000,0,1
20.9216,0,0,0,0.000,0,1
20.9427,0,0,0,0.000,0,1
20.9655,0,0,0,0.000,0,1
20.9866,0,0,0,0.000,0,1
21.0071,0,0,0,0.000,0,1
21.0275,0,0,0,0.000,0,1
21.0488,0,0,0,0.000,0,1
21.0700,0,0,0,0.000,0,1
21.0905,0,0,0,0.000,0,1
21.1114,0,0,0,0.000,0,1
21.1322,0,0,0,0.000,0,1
21.1527,0,0,0,0.000,0,1
21.1755,0,0,0,0.000,0,1
21.2003,0,0,0,0.000,0,1
21.2229,0,0,0,0.000,0,1
21.2438,0,0,0,0.000,0,1
21.2648,0,0,0,0.000,0,1
21.2856,0,0,0,0.000,0,1
21.3058,0,0,0,0.000,0,1
21.3263,0,0,0,0.000,0,1
21.3471,0,0,0,0.000,0,1
21.3684,0,0,0,0.000,0,1
21.3892,0,0,0,0.000,0,1
21.4103,0,0,0,0.000,0,1
21.4308,0,0,0,0.000,0,1
21.4519,0,0,0,0.000,0,1
21.4723,0,0,0,0.000,0,1
21.4932,0,0,0,0.000,0,1
21.5135,0,0,0,0.000,0,1
21.5341,0,0,0,0.000,0,1
21.5546,0,0,0,0.000,0,1
21.5750,0,0,0,0.000,0,1
21.5955,0,0,0,0.000,0,1
21.6159,0,0,0,0.000,0,1
21.6362,0,0,0,0.000,0,1
21.6565,0,0,0,0.000,0,1
21.6771,0,0,0,0.000,0,1
21.6988,0,0,0,0.000,0,1
21.7194,0,0,0,0.000,0,1
21.7396,0,0,0,0.000,0,1
21.7602,0,0,0,0.000,0,1
21.7804,0,0,0,0.000,0,1
21.8010,0,0,0,0.000,0,1
21.8213,0,0,0,0.000,0,1
21.8420,0,0,0,0.000,0,1
21.8634,0,0,0,0.000,0,1
21.8838,0,0,0,0.000,0,1
21.9041,0,0,0,0.000,0,1
21.9247,0,0,0,0.000,0,1
21.9459,0,0,0,0.000,0,1
21.9664,0,0,0,0.000,0,1
21.9870,0,0,0,0.000,0,1
22.0073,0,0,0,0.000,0,1
22.0281,0,0,0,0.000,0,1
22.0485,0,0,0,0.000,0,1
22.0690,0,0,0,0.000,0,1
22.0894,0,0,0,0.000,0,1
22.1099,0,0,0,0.000,0,1
22.1303,0,0,0,0.000,0,1
22.1507,0,0,0,0.000,0,1
22.1718,0,0,0,0.000,0,1
22.1926,0,0,0,0.000,0,1
22.2129,0,0,0,0.000,0,1
22.2331,0,0,0,0.000,0,1
22.2535,0,0,0,0.000,0,1
22.2737,0,0,0,0.000,0,1
22.2941,0,0,0,0.000,0,1
22.3143,0,0,0,0.000,0,1
22.3350,0,0,0,0.000,0,1
22.3552,0,0,0,0.000,0,1
22.3760,0,0,0,0.000,0,1
22.3965,0,0,0,0.000,0,1
22.4171,0,0,0,0.000,0,1
22.4377,0,0,0,0.000,0,1
22.4582,0,0,0,0.000,0,1
22.4785,0,0,0,0.000,0,1
22.4992,0,0,0,0.000,0,1
22.5197,0,0,0,0.000,0,1
22.5402,0,0,0,0.000,0,1
22.5606,0,0,0,0.000,0,1
22.5811,0,0,0,0.000,0,1
22.6014,0,0,0,0.000,0,1
22.6217,0,0,0,0.000,0,1
22.6421,0,0,0,0.000,0,1
22.6625,0,0,0,0.000,0,1
22.6830,0,0,0,0.000,0,1
22.7034,0,0,0,0.000,0,1
22.7259,0,0,0,0.000,0,1
22.7593,0,0,0,0.000,0,1
22.7851,0,0,0,0.000,0,1
22.8229,0,0,0,0.000,0,1
22.8439,0,0,0,0.000,0,1
22.8736,0,0,0,0.000,0,1
22.9012,0,0,0,0.000,0,1
22.9314,0,0,0,0.000,0,1
22.9535,0,0,0,0.000,0,1
22.9742,0,0,0,0.000,0,1
22.9984,0,0,0,0.000,0,1
23.0197,0,0,0,0.000,0,1
23.0409,0,0,0,0.000,0,1
23.0611,0,0,0,0.000,0,1
23.0819,0,0,0,0.000,0,1
23.1026,0,0,0,0.000,0,1
23.1229,0,0,0,0.000,0,1
23.1438,0,0,0,0.000,0,1
23.1645,0,0,0,0.000,0,1
23.1858,0,0,0,0.000,0,1
23.2060,0,0,0,0.000,0,1
23.2263,0,0,0,0.000,0,1
23.2485,0,0,0,0.000,0,1
23.2693,0,0,0,0.000,0,1
23.2895,0,0,0,0.000,0,1
23.3098,0,0,0,0.000,0,1
23.3302,0,0,0,0.000,0,1
23.3504,0,0,0,0.000,0,1
23.3708,0,0,0,0.000,0,1
23.3912,0,0,0,0.000,0,1
23.4117,0,0,0,0.000,0,1
23.4322,0,0,0,0.000,0,1
23.4527,0,0,0,0.000,0,1
23.4731,0,0,0,0.000,0,1
23.4937,0,0,0,0.000,0,1
23.5140,0,0,0,0.000,0,1
23.5344,0,0,0,0.000,0,1
23.5548,0,0,0,0.000,0,1
23.5751,0,0,0,0.000,0,1
23.5955,0,0,0,0.000,0,1
23.6157,0,0,0,0.000,0,1
23.6359,0,0,0,0.000,0,1
23.6561,0,0,0,0.000,0,1
23.6767,0,0,0,0.000,0,1
23.6983,0,0,0,0.000,0,1
23.7254,0,0,0,0.000,0,1
23.7493,0,0,0,0.000,0,1
23.7713,0,0,0,0.000,0,1
23.7963,0,0,0,0.000,0,1
23.8206,0,0,0,0.000,0,1
23.8440,0,0,0,0.000,0,1
23.8679,0,0,0,0.000,0,1
23.8985,0,0,0,0.000,0,1
23.9265,0,0,0,0.000,0,1
23.9564,0,0,0,0.000,0,1
23.9870,0,0,0,0.000,0,1
24.0088,0,0,0,0.000,0,1
24.0311,0,0,0,0.000,0,1
24.0518,0,0,0,0.000,0,1
24.0743,0,0,0,0.000,0,1
24.0951,0,0,0,0.000,0,1
24.1157,0,0,0,0.000,0,1
24.1369,0,0,0,0.000,0,1
24.1654,0,0,0,0.000,0,1
24.1862,0,0,0,0.000,0,1
24.2088,0,0,0,0.000,0,1
24.2318,0,0,0,0.000,0,1
24.2601,0,0,0,0.000,0,1
24.2815,0,0,0,0.000,0,1
24.3021,0,0,0,0.000,0,1
24.3227,0,0,0,0.000,0,1
24.3439,0,0,0,0.000,0,1
24.3655,0,0,0,0.000,0,1
24.3866,0,0,0,0.000,0,1
24.4079,0,0,0,0.000,0,1
24.4284,0,0,0,0.000,0,1
24.4489,0,0,0,0.000,0,1
24.4693,0,0,0,0.000,0,1
24.4896,0,0,0,0.000,0,1
24.5102,0,0,0,0.000,0,1
24.5308,0,0,0,0.000,0,1
24.5516,0,0,0,0.000,0,1
24.5725,0,0,0,0.000,0,1
24.5981,0,0,0,0.000,0,1
24.6184,0,0,0,0.000,0,1
24.6395,0,0,0,0.000,0,1
24.6607,0,0,0,0.000,0,1
24.6824,0,0,0,0.000,0,1
24.7030,0,0,0,0.000,0,1
24.7235,0,0,0,0.000,0,1
24.7442,0,0,0,0.000,0,1
24.7645,0,0,0,0.000,0,1
24.7851,0,0,0,0.000,0,1
24.8078,0,0,0,0.000,0,1
24.8285,0,0,0,0.000,0,1
24.8487,0,0,0,0.000,0,1
24.8691,0,0,0,0.000,0,1
24.8898,0,0,0,0.000,0,1
24.9102,0,0,0,0.000,0,1
24.9306,0,0,0,0.000,0,1
24.9511,0,0,0,0.000,0,1
24.9713,0,0,0,0.000,0,1
24.9915,0,0,0,0.000,0,1
25.0119,0,0,0,0.000,0,1
25.0323,0,0,0,0.000,0,1
25.0528,0,0,0,0.000,0,1
25.0734,0,0,0,0.000,0,1
25.0938,0,0,0,0.000,0,1
25.1144,0,0,0,0.000,0,1
25.1349,0,0,0,0.000,0,1
25.1553,0,0,0,0.000,0,1
25.1755,0,0,0,0.000,0,1
25.1961,0,0,0,0.000,0,1
25.2163,0,0,0,0.000,0,1
25.2369,0,0,0,0.000,0,1
25.2573,0,0,0,0.000,0,1
25.2777,0,0,0,0.000,0,1
25.2978,0,0,0,0.000,0,1
25.3189,0,0,0,0.000,0,1
25.3397,0,0,0,0.000,0,1
25.3600,0,0,0,0.000,0,1
25.3820,0,0,0,0.000,0,1
25.4025,0,0,0,0.000,0,1
25.4239,0,0,0,0.000,0,1
25.4446,0,0,0,0.000,0,1
25.4652,0,0,0,0.000,0,1
25.4859,0,0,0,0.000,0,1
25.5060,0,0,0,0.000,0,1
25.5268,0,0,0,0.000,0,1
25.5471,0,0,0,0.000,0,1
25.5677,0,0,0,0.000,0,1
25.5879,0,0,0,0.000,0,1
25.6081,0,0,0,0.000,0,1
25.6287,0,0,0,0.000,0,1
25.6488,0,0,0,0.000,0,1
25.6691,0,0,0,0.000,0,1
25.6896,0,0,0,0.000,0,1
25.7101,0,0,0,0.000,0,1
25.7305,0,0,0,0.000,0,1
25.7511,0,0,0,0.000,0,1
25.7714,0,0,0,0.000,0,1
25.7917,0,0,0,0.000,0,1
25.8122,0,0,0,0.000,0,1
25.8327,0,0,0,0.000,0,1
25.8533,0,0,0,0.000,0,1
25.8735,0,0,0,0.000,0,1
25.8939,0,0,0,0.000,0,1
25.9147,0,0,0,0.000,0,1
25.9354,0,0,0,0.000,0,1
25.9557,0,0,0,0.000,0,1
25.9762,0,0,0,0.000,0,1
25.9967,0,0,0,0.000,0,1
26.0171,0,0,0,0.000,0,1
26.0374,0,0,0,0.000,0,1
26.0578,0,0,0,0.000,0,1
26.0784,0,0,0,0.000,0,1
26.0988,0,0,0,0.000,0,1
26.1192,0,0,0,0.000,0,1
26.1397,0,0,0,0.000,0,1
26.1600,0,0,0,0.000,0,1
26.1828,0,0,0,0.000,0,1
26.2031,0,0,0,0.000,0,1
26.2234,0,0,0,0.000,0,1
26.2438,0,0,0,0.000,0,1
26.2640,0,0,0,0.000,0,1
26.2843,0,0,0,0.000,0,1
26.3047,0,0,0,0.000,0,1
26.3251,0,0,0,0.000,0,1
26.3453,0,0,0,0.000,0,1
26.3773,0,0,0,0.000,0,1
26.4096,0,0,0,0.000,0,1
26.4432,0,0,0,0.000,0,1
26.4650,0,0,0,0.000,0,1
26.4911,0,0,0,0.000,0,1
26.5135,0,0,0,0.000,0,1
26.5746,0,0,0,0.000,0,1
26.6025,0,0,0,0.000,0,1
26.6261,0,0,0,0.000,0,1
26.6486,0,0,0,0.000,0,1
26.6758,0,0,0,0.000,0,1
26.6998,0,0,0,0.000,0,1
26.7245,0,0,0,0.000,0,1
26.7513,0,0,0,0.000,0,1
26.7754,0,0,0,0.000,0,1
26.8078,0,0,0,0.000,0,1
26.8326,0,0,0,0.000,0,1
26.8599,0,0,0,0.000,0,1
26.8822,0,0,0,0.000,0,1
26.9044,0,0,0,0.000,0,1
26.9263,0,0,0,0.000,0,1
26.9468,0,0,0,0.000,0,1
26.9674,0,0,0,0.000,0,1
26.9906,0,0,0,0.000,0,1
27.0128,0,0,0,0.000,0,1
27.0339,0,0,0,0.000,0,1
27.0548,0,0,0,0.000,0,1
27.0758,0,0,0,0.000,0,1
27.0962,0,0,0,0.000,0,1
27.1170,0,0,0,0.000,0,1
27.1379,0,0,0,0.000,0,1
27.1591,0,0,0,0.000,0,1
27.1836,0,0,0,0.000,0,1
27.2044,0,0,0,0.000,0,1
27.2247,0,0,0,0.000,0,1
27.2458,0,0,0,0.000,0,1
27.2666,0,0,0,0.000,0,1
27.2871,0,0,0,0.000,0,1
27.3075,0,0,0,0.000,0,1
27.3280,0,0,0,0.000,0,1
27.3482,0,0,0,0.000,0,1
27.3686,0,0,0,0.000,0,1
27.3891,0,0,0,0.000,0,1
27.4092,0,0,0,0.000,0,1
27.4297,0,0,0,0.000,0,1
27.4506,0,0,0,0.000,0,1
27.4709,0,0,0,0.000,0,1
27.4915,0,0,0,0.000,0,1
27.5118,0,0,0,0.000,0,1
27.5322,0,0,0,0.000,0,1
27.5530,0,0,0,0.000,0,1
27.5737,0,0,0,0.000,0,1
27.5942,0,0,0,0.000,0,1
27.6155,0,0,0,0.000,0,1
27.6362,0,0,0,0.000,0,1
27.6566,0,0,0,0.000,0,1
27.6770,0,0,0,0.000,0,1
27.6974,0,0,0,0.000,0,1
27.7180,0,0,0,0.000,0,1
27.7384,0,0,0,0.000,0,1
27.7587,0,0,0,0.000,0,1
27.7790,0,0,0,0.000,0,1
27.7994,0,0,0,0.000,0,1
27.8198,0,0,0,0.000,0,1
27.8399,0,0,0,0.000,0,1
27.8603,0,0,0,0.000,0,1
27.8822,0,0,0,0.000,0,1
27.9035,0,0,0,0.000,0,1
27.9239,0,0,0,0.000,0,1
27.9447,0,0,0,0.000,0,1
27.9655,0,0,0,0.000,0,1
27.9860,0,0,0,0.000,0,1
28.0064,0,0,0,0.000,0,1
28.0268,0,0,0,0.000,0,1
28.0475,0,0,0,0.000,0,1
28.0685,0,0,0,0.000,0,1
28.0890,0,0,0,0.000,0,1
28.1095,0,0,0,0.000,0,1
28.1299,0,0,0,0.000,0,1
28.1501,0,0,0,0.000,0,1
28.1705,0,0,0,0.000,0,1
28.1906,0,0,0,0.000,0,1
28.2116,0,0,0,0.000,0,1
28.2318,0,0,0,0.000,0,1
28.2529,0,0,0,0.000,0,1
28.2739,0,0,0,0.000,0,1
28.2941,0,0,0,0.000,0,1
28.3143,0,0,0,0.000,0,1
28.3356,0,0,0,0.000,0,1
28.3558,0,0,0,0.000,0,1
28.3769,0,0,0,0.000,0,1
28.3997,0,0,0,0.000,0,1
28.4203,0,0,0,0.000,0,1
28.4407,0,0,0,0.000,0,1
28.4613,0,0,0,0.000,0,1
28.4818,0,0,0,0.000,0,1
28.5027,0,0,0,0.000,0,1
28.5229,0,0,0,0.000,0,1
28.5433,0,0,0,0.000,0,1
28.5636,0,0,0,0.000,0,1
28.5841,0,0,0,0.000,0,1
28.6046,0,0,0,0.000,0,1
28.6250,0,0,0,0.000,0,1
28.6453,0,0,0,0.000,0,1
28.6659,0,0,0,0.000,0,1
28.6868,0,0,0,0.000,0,1
28.7070,0,0,0,0.000,0,1
28.7276,0,0,0,0.000,0,1
28.7486,0,0,0,0.000,0,1
28.7708,0,0,0,0.000,0,1
28.7916,0,0,0,0.000,0,1
28.8120,0,0,0,0.000,0,1
28.8327,0,0,0,0.000,0,1
28.8543,0,0,0,0.000,0,1
28.8751,0,0,0,0.000,0,1
28.8965,0,0,0,0.000,0,1
28.9172,0,0,0,0.000,0,1
28.9376,0,0,0,0.000,0,1
28.9580,0,0,0,0.000,0,1
28.9787,0,0,0,0.000,0,1
28.9990,0,0,0,0.000,0,1
29.0191,0,0,0,0.000,0,1
29.0396,0,0,0,0.000,0,1
29.0604,0,0,0,0.000,0,1
29.0807,0,0,0,0.000,0,1
29.1014,0,0,0,0.000,0,1
29.1243,0,0,0,0.000,0,1
29.1447,0,0,0,0.000,0,1
29.1659,0,0,0,0.000,0,1
29.1865,0,0,0,0.000,0,1
29.2074,0,0,0,0.000,0,1
29.2282,0,0,0,0.000,0,1
29.2491,0,0,0,0.000,0,1
29.2696,0,0,0,0.000,0,1
29.2898,0,0,0,0.000,0,1
29.3104,0,0,0,0.000,0,1
29.3310,0,0,0,0.000,0,1
29.3517,0,0,0,0.000,0,1
29.3719,0,0,0,0.000,0,1
29.3923,0,0,0,0.000,0,1
29.4127,0,0,0,0.000,0,1
29.4330,0,0,0,0.000,0,1
29.4586,0,0,0,0.000,0,1
29.4843,0,0,0,0.000,0,1
29.5089,0,0,0,0.000,0,1
29.5333,0,0,0,0.000,0,1
29.5547,0,0,0,0.000,0,1
29.5760,0,0,0,0.000,0,1
29.5964,0,0,0,0.000,0,1
29.6168,0,0,0,0.000,0,1
29.6380,0,0,0,0.000,0,1
29.6592,0,0,0,0.000,0,1
29.6794,0,0,0,0.000,0,1
29.7013,0,0,0,0.000,0,1
29.7219,0,0,0,0.000,0,1
29.7424,0,0,0,0.000,0,1
29.7675,0,0,0,0.000,0,1
29.7877,0,0,0,0.000,0,1
29.8083,0,0,0,0.000,0,1
29.8286,0,0,0,0.000,0,1
29.8489,0,0,0,0.000,0,1
29.8696,0,0,0,0.000,0,1
29.8900,0,0,0,0.000,0,1
29.9103,0,0,0,0.000,0,1
29.9306,0,0,0,0.000,0,1
29.9511,0,0,0,0.000,0,1
29.9714,0,0,0,0.000,0,1
29.9916,0,0,0,0.000,0,1
30.0123,0,0,0,0.000,0,1
30.0328,0,0,0,0.000,0,1
30.0585,0,0,0,0.000,0,1
30.0787,0,0,0,0.000,0,1
30.0991,0,0,0,0.000,0,1
30.1194,0,0,0,0.000,0,1
30.1400,0,0,0,0.000,0,1
30.1605,0,0,0,0.000,0,1
30.1811,0,0,0,0.000,0,1
30.2015,0,0,0,0.000,0,1
30.2263,0,0,0,0.000,0,1
30.2505,0,0,0,0.000,0,1
30.2712,0,0,0,0.000,0,1
30.2920,0,0,0,0.000,0,1
30.3126,0,0,0,0.000,0,1
30.3340,0,0,0,0.000,0,1
30.3546,0,0,0,0.000,0,1
30.3747,0,0,0,0.000,0,1
30.3951,0,0,0,0.000,0,1
30.4156,0,0,0,0.000,0,1
30.4362,0,0,0,0.000,0,1
30.4571,0,0,0,0.000,0,1
30.4780,0,0,0,0.000,0,1
30.5011,0,0,0,0.000,0,1
30.5219,0,0,0,0.000,0,1
30.5420,0,0,0,0.000,0,1
30.5622,0,0,0,0.000,0,1
30.5829,0,0,0,0.000,0,1
30.6033,0,0,0,0.000,0,1
30.6236,0,0,0,0.000,0,1
30.6439,0,0,0,0.000,0,1
30.6642,0,0,0,0.000,0,1
30.6845,0,0,0,0.000,0,1
30.7048,0,0,0,0.000,0,1
30.7251,0,0,0,0.000,0,1
30.7453,0,0,0,0.000,0,1
30.7656,0,0,0,0.000,0,1
30.7862,0,0,0,0.000,0,1
30.8067,0,0,0,0.000,0,1
30.8277,0,0,0,0.000,0,1
30.8480,0,0,0,0.000,0,1
30.8696,0,0,0,0.000,0,1
30.8901,0,0,0,0.000,0,1
30.9109,0,0,0,0.000,0,1
30.9312,0,0,0,0.000,0,1
30.9517,0,0,0,0.000,0,1
30.9723,0,0,0,0.000,0,1
30.9927,0,0,0,0.000,0,1
31.0133,0,0,0,0.000,0,1
31.0342,0,0,0,0.000,0,1
31.0549,0,0,0,0.000,0,1
31.0753,0,0,0,0.000,0,1
31.0959,0,0,0,0.000,0,1
31.1167,0,0,0,0.000,0,1
31.1379,0,0,0,0.000,0,1
31.1581,0,0,0,0.000,0,1
31.1789,0,0,0,0.000,0,1
31.1993,0,0,0,0.000,0,1
31.2197,0,0,0,0.000,0,1
31.2416,0,0,0,0.000,0,1
31.2621,0,0,0,0.000,0,1
31.2832,0,0,0,0.000,0,1
31.3037,0,0,0,0.000,0,1
31.3239,0,0,0,0.000,0,1
31.3444,0,0,0,0.000,0,1
31.3648,0,0,0,0.000,0,1
31.3850,0,0,0,0.000,0,1
31.9704,0,0,0,0.000,0,1
31.9907,0,0,0,0.000,0,1
32.0115,0,0,0,0.000,0,1
32.0321,0,0,0,0.000,0,1
32.0525,0,0,0,0.000,0,1
32.0727,0,0,0,0.000,0,1
32.0972,0,0,0,0.000,0,1
